Time,U,V,W,U Avg,V Avg,W Avg,U'=U - U avg,V'=V - V avg,W'=W - W avg,Octant, ,Octant ID,1,-1,2,-2,3,-3,4,-4
2.65,29.39,-0.38,0.31,,,,2.083466460,-0.428330476,0.202422260,4,,,,,,,,,,
2.66,29.10,0.81,-0.73,,,,1.793466460,0.761669524,-0.837577740,-1,,,,,,,,,,
2.67,21.76,1.15,0.27,,,,-5.546533540,1.101669524,0.162422260,2,,,,,,,,,,
2.68,25.43,0.98,-0.22,,,,-1.876533540,0.931669524,-0.327577740,-2,,,,,,,,,,
2.69,25.52,0.83,1.12,,,,-1.786533540,0.781669524,1.012422260,2,,,,,,,,,,
2.70,26.91,-0.10,2.47,,,,-0.396533540,-0.148330476,2.362422260,3,,,,,,,,,,
2.71,27.64,2.16,1.81,,,,0.333466460,2.111669524,1.702422260,1,,,,,,,,,,
2.72,26.71,0.65,1.00,,,,-0.596533540,0.601669524,0.892422260,2,,,,,,,,,,
2.73,28.04,1.16,0.68,,,,0.733466460,1.111669524,0.572422260,1,,,,,,,,,,
2.74,29.19,0.94,0.00,,,,1.883466460,0.891669524,-0.107577740,-1,,,,,,,,,,
2.75,24.77,-3.73,0.27,,,,-2.536533540,-3.778330476,0.162422260,3,,,,,,,,,,
2.76,26.06,-1.75,0.30,,,,-1.246533540,-1.798330476,0.192422260,3,,,,,,,,,,
2.77,21.99,-0.91,0.92,,,,-5.316533540,-0.958330476,0.812422260,3,,,,,,,,,,
2.78,23.77,-0.48,0.15,,,,-3.536533540,-0.528330476,0.042422260,3,,,,,,,,,,
2.79,23.99,-0.59,-0.38,,,,-3.316533540,-0.638330476,-0.487577740,-3,,,,,,,,,,
2.80,24.21,-0.71,-0.92,,,,-3.096533540,-0.758330476,-1.027577740,-3,,,,,,,,,,
2.81,26.78,-2.33,0.27,,,,-0.526533540,-2.378330476,0.162422260,3,,,,,,,,,,
2.82,25.49,-3.95,0.17,,,,-1.816533540,-3.998330476,0.062422260,3,,,,,,,,,,
2.83,28.36,-1.56,-0.38,,,,1.053466460,-1.608330476,-0.487577740,-4,,,,,,,,,,
2.84,25.06,0.41,0.07,,,,-2.246533540,0.361669524,-0.037577740,-2,,,,,,,,,,
2.85,26.93,-1.39,0.06,,,,-0.376533540,-1.438330476,-0.047577740,-3,,,,,,,,,,
2.86,28.81,-3.20,0.05,,,,1.503466460,-3.248330476,-0.057577740,-4,,,,,,,,,,
2.87,29.89,2.81,-1.21,,,,2.583466460,2.761669524,-1.317577740,-1,,,,,,,,,,
2.88,31.70,-0.03,-1.42,,,,4.393466460,-0.078330476,-1.527577740,-4,,,,,,,,,,
2.89,33.43,-0.26,-1.68,,,,6.123466460,-0.308330476,-1.787577740,-4,,,,,,,,,,
2.90,29.72,-0.26,-1.94,,,,2.413466460,-0.308330476,-2.047577740,-4,,,,,,,,,,
2.91,26.01,-0.27,-1.37,,,,-1.296533540,-0.318330476,-1.477577740,-3,,,,,,,,,,
2.92,27.43,0.65,-0.92,,,,0.123466460,0.601669524,-1.027577740,-1,,,,,,,,,,
2.93,29.21,0.81,-1.60,,,,1.903466460,0.761669524,-1.707577740,-1,,,,,,,,,,
2.94,29.31,0.95,-1.85,,,,2.003466460,0.901669524,-1.957577740,-1,,,,,,,,,,
2.95,29.42,1.09,-2.10,,,,2.113466460,1.041669524,-2.207577740,-1,,,,,,,,,,
2.96,33.11,-3.20,-2.00,,,,5.803466460,-3.248330476,-2.107577740,-4,,,,,,,,,,
2.97,31.27,-1.05,-2.05,,,,3.963466460,-1.098330476,-2.157577740,-4,,,,,,,,,,
2.98,33.43,-1.89,-1.36,,,,6.123466460,-1.938330476,-1.467577740,-4,,,,,,,,,,
2.99,34.25,1.13,-2.21,,,,6.943466460,1.081669524,-2.317577740,-1,,,,,,,,,,
3.00,34.49,0.99,-1.88,,,,7.183466460,0.941669524,-1.987577740,-1,,,,,,,,,,
3.01,33.61,0.85,-1.56,,,,6.303466460,0.801669524,-1.667577740,-1,,,,,,,,,,
3.02,32.73,-4.19,-1.77,,,,5.423466460,-4.238330476,-1.877577740,-4,,,,,,,,,,
3.03,32.33,-0.41,-0.68,,,,5.023466460,-0.458330476,-0.787577740,-4,,,,,,,,,,
3.04,32.82,4.06,0.00,,,,5.513466460,4.011669524,-0.107577740,-1,,,,,,,,,,
3.05,32.48,3.29,-1.40,,,,5.173466460,3.241669524,-1.507577740,-1,,,,,,,,,,
3.06,30.01,1.84,-0.06,,,,2.703466460,1.791669524,-0.167577740,-1,,,,,,,,,,
3.07,32.12,1.43,0.46,,,,4.813466460,1.381669524,0.352422260,1,,,,,,,,,,
3.08,32.09,-1.53,-1.04,,,,4.783466460,-1.578330476,-1.147577740,-4,,,,,,,,,,
3.09,32.07,-0.10,-1.60,,,,4.763466460,-0.148330476,-1.707577740,-4,,,,,,,,,,
3.10,30.75,1.79,-1.78,,,,3.443466460,1.741669524,-1.887577740,-1,,,,,,,,,,
3.11,29.44,3.68,-1.97,,,,2.133466460,3.631669524,-2.077577740,-1,,,,,,,,,,
3.12,29.89,0.13,-2.12,,,,2.583466460,0.081669524,-2.227577740,-1,,,,,,,,,,
3.13,31.67,-0.70,-2.12,,,,4.363466460,-0.748330476,-2.227577740,-4,,,,,,,,,,
3.14,30.17,-0.40,-2.14,,,,2.863466460,-0.448330476,-2.247577740,-4,,,,,,,,,,
3.15,29.00,0.34,-1.22,,,,1.693466460,0.291669524,-1.327577740,-1,,,,,,,,,,
3.16,27.43,-0.33,-0.75,,,,0.123466460,-0.378330476,-0.857577740,-4,,,,,,,,,,
3.17,25.88,-1.02,-0.28,,,,-1.426533540,-1.068330476,-0.387577740,-3,,,,,,,,,,
3.18,28.02,4.78,-0.07,,,,0.713466460,4.731669524,-0.177577740,-1,,,,,,,,,,
3.19,27.93,2.37,-0.34,,,,0.623466460,2.321669524,-0.447577740,-1,,,,,,,,,,
3.20,29.86,-1.11,-0.20,,,,2.553466460,-1.158330476,-0.307577740,-4,,,,,,,,,,
3.21,31.80,0.63,-0.27,,,,4.493466460,0.581669524,-0.377577740,-1,,,,,,,,,,
3.22,32.49,-0.19,-0.65,,,,5.183466460,-0.238330476,-0.757577740,-4,,,,,,,,,,
3.23,31.41,-2.67,0.27,,,,4.103466460,-2.718330476,0.162422260,4,,,,,,,,,,
3.24,30.34,0.37,0.08,,,,3.033466460,0.321669524,-0.027577740,-1,,,,,,,,,,
3.25,27.92,3.01,0.79,,,,0.613466460,2.961669524,0.682422260,1,,,,,,,,,,
3.26,28.10,5.03,1.13,,,,0.793466460,4.981669524,1.022422260,1,,,,,,,,,,
3.27,28.29,3.97,1.48,,,,0.983466460,3.921669524,1.372422260,1,,,,,,,,,,
3.28,28.45,2.92,0.28,,,,1.143466460,2.871669524,0.172422260,1,,,,,,,,,,
3.29,28.67,4.82,0.41,,,,1.363466460,4.771669524,0.302422260,1,,,,,,,,,,
3.30,28.61,2.32,0.52,,,,1.303466460,2.271669524,0.412422260,1,,,,,,,,,,
3.31,29.35,3.73,-1.07,,,,2.043466460,3.681669524,-1.177577740,-1,,,,,,,,,,
3.32,27.54,2.39,-1.37,,,,0.233466460,2.341669524,-1.477577740,-1,,,,,,,,,,
3.33,26.10,2.48,-1.18,,,,-1.206533540,2.431669524,-1.287577740,-2,,,,,,,,,,
3.34,29.69,-3.37,-1.62,,,,2.383466460,-3.418330476,-1.727577740,-4,,,,,,,,,,
3.35,27.89,-0.44,-1.40,,,,0.583466460,-0.488330476,-1.507577740,-4,,,,,,,,,,
3.36,30.10,1.40,-1.29,,,,2.793466460,1.351669524,-1.397577740,-1,,,,,,,,,,
3.37,31.61,-0.38,-2.20,,,,4.303466460,-0.428330476,-2.307577740,-4,,,,,,,,,,
3.38,28.63,-0.46,-1.65,,,,1.323466460,-0.508330476,-1.757577740,-4,,,,,,,,,,
3.39,27.93,-1.91,-1.08,,,,0.623466460,-1.958330476,-1.187577740,-4,,,,,,,,,,
3.40,27.23,-3.37,-0.52,,,,-0.076533540,-3.418330476,-0.627577740,-3,,,,,,,,,,
3.41,26.79,-4.32,-0.99,,,,-0.516533540,-4.368330476,-1.097577740,-3,,,,,,,,,,
3.42,28.50,-4.76,-1.30,,,,1.193466460,-4.808330476,-1.407577740,-4,,,,,,,,,,
3.43,28.10,-4.09,-1.20,,,,0.793466460,-4.138330476,-1.307577740,-4,,,,,,,,,,
3.44,28.93,-2.50,-1.33,,,,1.623466460,-2.548330476,-1.437577740,-4,,,,,,,,,,
3.45,29.76,-0.93,-1.47,,,,2.453466460,-0.978330476,-1.577577740,-4,,,,,,,,,,
3.46,28.76,-1.67,-0.04,,,,1.453466460,-1.718330476,-0.147577740,-4,,,,,,,,,,
3.47,30.52,-1.24,0.52,,,,3.213466460,-1.288330476,0.412422260,4,,,,,,,,,,
3.48,32.28,-0.81,1.09,,,,4.973466460,-0.858330476,0.982422260,4,,,,,,,,,,
3.49,29.67,-4.08,-0.17,,,,2.363466460,-4.128330476,-0.277577740,-4,,,,,,,,,,
3.50,27.37,-0.13,-0.15,,,,0.063466460,-0.178330476,-0.257577740,-4,,,,,,,,,,
3.51,27.07,-1.64,-0.49,,,,-0.236533540,-1.688330476,-0.597577740,-3,,,,,,,,,,
3.52,27.17,-0.47,-0.43,,,,-0.136533540,-0.518330476,-0.537577740,-3,,,,,,,,,,
3.53,27.27,0.70,-0.37,,,,-0.036533540,0.651669524,-0.477577740,-2,,,,,,,,,,
3.54,30.66,2.99,-1.56,,,,3.353466460,2.941669524,-1.667577740,-1,,,,,,,,,,
3.55,31.72,-3.92,-1.78,,,,4.413466460,-3.968330476,-1.887577740,-4,,,,,,,,,,
3.56,31.19,-0.46,-2.00,,,,3.883466460,-0.508330476,-2.107577740,-4,,,,,,,,,,
3.57,26.51,0.71,-0.05,,,,-0.796533540,0.661669524,-0.157577740,-2,,,,,,,,,,
3.58,28.85,0.12,-1.02,,,,1.543466460,0.071669524,-1.127577740,-1,,,,,,,,,,
3.59,29.75,2.31,-2.10,,,,2.443466460,2.261669524,-2.207577740,-1,,,,,,,,,,
3.60,28.25,3.10,-2.37,,,,0.943466460,3.051669524,-2.477577740,-1,,,,,,,,,,
3.61,29.32,3.59,-2.23,,,,2.013466460,3.541669524,-2.337577740,-1,,,,,,,,,,
3.62,30.39,4.10,-2.10,,,,3.083466460,4.051669524,-2.207577740,-1,,,,,,,,,,
3.63,28.20,1.71,-1.05,,,,0.893466460,1.661669524,-1.157577740,-1,,,,,,,,,,
3.64,31.52,2.28,-1.71,,,,4.213466460,2.231669524,-1.817577740,-1,,,,,,,,,,
3.65,29.15,-1.70,-1.67,,,,1.843466460,-1.748330476,-1.777577740,-4,,,,,,,,,,
3.66,25.88,1.82,-1.40,,,,-1.426533540,1.771669524,-1.507577740,-2,,,,,,,,,,
3.67,27.98,2.35,-1.54,,,,0.673466460,2.301669524,-1.647577740,-1,,,,,,,,,,
3.68,25.89,3.43,-1.15,,,,-1.416533540,3.381669524,-1.257577740,-2,,,,,,,,,,
3.69,26.12,1.66,-0.89,,,,-1.186533540,1.611669524,-0.997577740,-2,,,,,,,,,,
3.70,26.35,-0.10,-0.63,,,,-0.956533540,-0.148330476,-0.737577740,-3,,,,,,,,,,
3.71,27.63,1.00,-1.01,,,,0.323466460,0.951669524,-1.117577740,-1,,,,,,,,,,
3.72,29.00,1.98,-1.68,,,,1.693466460,1.931669524,-1.787577740,-1,,,,,,,,,,
3.73,27.40,3.46,-1.93,,,,0.093466460,3.411669524,-2.037577740,-1,,,,,,,,,,
3.74,23.74,4.90,-0.72,,,,-3.566533540,4.851669524,-0.827577740,-2,,,,,,,,,,
3.75,21.97,5.13,-0.87,,,,-5.336533540,5.081669524,-0.977577740,-2,,,,,,,,,,
3.76,26.56,4.87,-0.33,,,,-0.746533540,4.821669524,-0.437577740,-2,,,,,,,,,,
3.77,31.15,4.61,0.19,,,,3.843466460,4.561669524,0.082422260,1,,,,,,,,,,
3.78,29.64,3.18,0.49,,,,2.333466460,3.131669524,0.382422260,1,,,,,,,,,,
3.79,26.58,-0.57,-0.12,,,,-0.726533540,-0.618330476,-0.227577740,-3,,,,,,,,,,
3.80,28.36,-1.66,-0.06,,,,1.053466460,-1.708330476,-0.167577740,-4,,,,,,,,,,
3.81,24.44,-3.68,0.06,,,,-2.866533540,-3.728330476,-0.047577740,-3,,,,,,,,,,
3.82,23.44,-2.82,0.24,,,,-3.866533540,-2.868330476,0.132422260,3,,,,,,,,,,
3.83,24.70,-1.97,0.70,,,,-2.606533540,-2.018330476,0.592422260,3,,,,,,,,,,
3.84,26.03,1.47,0.63,,,,-1.276533540,1.421669524,0.522422260,2,,,,,,,,,,
3.85,27.28,-0.56,-0.02,,,,-0.026533540,-0.608330476,-0.127577740,-3,,,,,,,,,,
3.86,27.25,-0.47,-0.39,,,,-0.056533540,-0.518330476,-0.497577740,-3,,,,,,,,,,
3.87,27.23,-0.38,-0.77,,,,-0.076533540,-0.428330476,-0.877577740,-3,,,,,,,,,,
3.88,28.13,-3.53,-0.19,,,,0.823466460,-3.578330476,-0.297577740,-4,,,,,,,,,,
3.89,27.00,1.20,-0.87,,,,-0.306533540,1.151669524,-0.977577740,-2,,,,,,,,,,
3.90,27.02,0.46,-1.18,,,,-0.286533540,0.411669524,-1.287577740,-2,,,,,,,,,,
3.91,26.40,1.00,-0.94,,,,-0.906533540,0.951669524,-1.047577740,-2,,,,,,,,,,
3.92,25.78,0.32,-0.93,,,,-1.526533540,0.271669524,-1.037577740,-2,,,,,,,,,,
3.93,24.81,2.08,-0.63,,,,-2.496533540,2.031669524,-0.737577740,-2,,,,,,,,,,
3.94,27.20,0.46,-0.26,,,,-0.106533540,0.411669524,-0.367577740,-2,,,,,,,,,,
3.95,27.04,-1.60,-0.09,,,,-0.266533540,-1.648330476,-0.197577740,-3,,,,,,,,,,
3.96,26.32,0.03,0.13,,,,-0.986533540,-0.018330476,0.022422260,3,,,,,,,,,,
3.97,25.90,2.00,-0.09,,,,-1.406533540,1.951669524,-0.197577740,-2,,,,,,,,,,
3.98,25.49,3.97,-0.32,,,,-1.816533540,3.921669524,-0.427577740,-2,,,,,,,,,,
3.99,24.95,0.23,-0.30,,,,-2.356533540,0.181669524,-0.407577740,-2,,,,,,,,,,
4.00,24.49,0.80,0.27,,,,-2.816533540,0.751669524,0.162422260,2,,,,,,,,,,
4.01,25.63,1.72,0.51,,,,-1.676533540,1.671669524,0.402422260,2,,,,,,,,,,
4.02,23.55,4.63,1.22,,,,-3.756533540,4.581669524,1.112422260,2,,,,,,,,,,
4.03,22.41,4.25,0.43,,,,-4.896533540,4.201669524,0.322422260,2,,,,,,,,,,
4.04,24.33,4.94,0.93,,,,-2.976533540,4.891669524,0.822422260,2,,,,,,,,,,
4.05,25.88,1.76,-0.17,,,,-1.426533540,1.711669524,-0.277577740,-2,,,,,,,,,,
4.06,23.19,2.52,0.52,,,,-4.116533540,2.471669524,0.412422260,2,,,,,,,,,,
4.07,25.54,-2.08,-0.27,,,,-1.766533540,-2.128330476,-0.377577740,-3,,,,,,,,,,
4.08,26.66,0.86,-0.46,,,,-0.646533540,0.811669524,-0.567577740,-2,,,,,,,,,,
4.09,27.18,0.65,-0.57,,,,-0.126533540,0.601669524,-0.677577740,-2,,,,,,,,,,
4.10,29.49,0.54,-1.48,,,,2.183466460,0.491669524,-1.587577740,-1,,,,,,,,,,
4.11,26.80,0.65,-1.61,,,,-0.506533540,0.601669524,-1.717577740,-2,,,,,,,,,,
4.12,26.03,-1.18,-1.37,,,,-1.276533540,-1.228330476,-1.477577740,-3,,,,,,,,,,
4.13,21.45,-3.46,0.46,,,,-5.856533540,-3.508330476,0.352422260,3,,,,,,,,,,
4.14,23.74,-2.32,-0.45,,,,-3.566533540,-2.368330476,-0.557577740,-3,,,,,,,,,,
4.15,24.39,-3.17,-0.10,,,,-2.916533540,-3.218330476,-0.207577740,-3,,,,,,,,,,
4.16,23.28,-1.53,0.10,,,,-4.026533540,-1.578330476,-0.007577740,-3,,,,,,,,,,
4.17,22.17,0.10,0.31,,,,-5.136533540,0.051669524,0.202422260,2,,,,,,,,,,
4.18,25.06,2.44,0.03,,,,-2.246533540,2.391669524,-0.077577740,-2,,,,,,,,,,
4.19,25.22,3.18,-0.03,,,,-2.086533540,3.131669524,-0.137577740,-2,,,,,,,,,,
4.20,25.97,4.00,-0.28,,,,-1.336533540,3.951669524,-0.387577740,-2,,,,,,,,,,
4.21,26.73,4.83,-0.54,,,,-0.576533540,4.781669524,-0.647577740,-2,,,,,,,,,,
4.22,25.04,2.26,-0.57,,,,-2.266533540,2.211669524,-0.677577740,-2,,,,,,,,,,
4.23,24.87,-0.77,-0.74,,,,-2.436533540,-0.818330476,-0.847577740,-3,,,,,,,,,,
4.24,26.37,1.73,-0.30,,,,-0.936533540,1.681669524,-0.407577740,-2,,,,,,,,,,
4.25,24.70,4.54,0.24,,,,-2.606533540,4.491669524,0.132422260,2,,,,,,,,,,
4.26,23.04,3.13,-0.03,,,,-4.266533540,3.081669524,-0.137577740,-2,,,,,,,,,,
4.27,22.31,2.50,1.48,,,,-4.996533540,2.451669524,1.372422260,2,,,,,,,,,,
4.28,22.85,0.81,0.93,,,,-4.456533540,0.761669524,0.822422260,2,,,,,,,,,,
4.29,21.51,1.67,1.06,,,,-5.796533540,1.621669524,0.952422260,2,,,,,,,,,,
4.30,20.90,2.40,1.79,,,,-6.406533540,2.351669524,1.682422260,2,,,,,,,,,,
4.31,21.73,3.13,2.52,,,,-5.576533540,3.081669524,2.412422260,2,,,,,,,,,,
4.32,22.57,3.79,2.54,,,,-4.736533540,3.741669524,2.432422260,2,,,,,,,,,,
4.33,24.86,4.45,2.34,,,,-2.446533540,4.401669524,2.232422260,2,,,,,,,,,,
4.34,23.75,2.95,2.15,,,,-3.556533540,2.901669524,2.042422260,2,,,,,,,,,,
4.35,25.45,1.85,1.26,,,,-1.856533540,1.801669524,1.152422260,2,,,,,,,,,,
4.36,23.11,0.76,0.69,,,,-4.196533540,0.711669524,0.582422260,2,,,,,,,,,,
4.37,21.93,-0.60,0.38,,,,-5.376533540,-0.648330476,0.272422260,3,,,,,,,,,,
4.38,24.67,-0.98,0.19,,,,-2.636533540,-1.028330476,0.082422260,3,,,,,,,,,,
4.39,27.41,-1.37,0.01,,,,0.103466460,-1.418330476,-0.097577740,-4,,,,,,,,,,
4.40,26.26,0.37,0.35,,,,-1.046533540,0.321669524,0.242422260,2,,,,,,,,,,
4.41,26.30,-1.60,0.18,,,,-1.006533540,-1.648330476,0.072422260,3,,,,,,,,,,
4.42,26.35,-3.59,0.01,,,,-0.956533540,-3.638330476,-0.097577740,-3,,,,,,,,,,
4.43,24.63,-3.05,0.08,,,,-2.676533540,-3.098330476,-0.027577740,-3,,,,,,,,,,
4.44,22.92,-2.51,0.15,,,,-4.386533540,-2.558330476,0.042422260,3,,,,,,,,,,
4.45,22.31,-0.85,0.98,,,,-4.996533540,-0.898330476,0.872422260,3,,,,,,,,,,
4.46,24.04,0.47,0.80,,,,-3.266533540,0.421669524,0.692422260,2,,,,,,,,,,
4.47,25.78,1.79,0.63,,,,-1.526533540,1.741669524,0.522422260,2,,,,,,,,,,
4.48,24.81,-0.52,0.00,,,,-2.496533540,-0.568330476,-0.107577740,-3,,,,,,,,,,
4.49,25.08,-3.16,0.12,,,,-2.226533540,-3.208330476,0.012422260,3,,,,,,,,,,
4.50,26.96,-4.31,-0.08,,,,-0.346533540,-4.358330476,-0.187577740,-3,,,,,,,,,,
4.51,24.34,-4.52,0.54,,,,-2.966533540,-4.568330476,0.432422260,3,,,,,,,,,,
4.52,24.70,-4.74,0.91,,,,-2.606533540,-4.788330476,0.802422260,3,,,,,,,,,,
4.53,29.82,-4.59,1.86,,,,2.513466460,-4.638330476,1.752422260,4,,,,,,,,,,
4.54,30.43,-4.45,0.66,,,,3.123466460,-4.498330476,0.552422260,4,,,,,,,,,,
4.55,29.71,-4.33,-0.16,,,,2.403466460,-4.378330476,-0.267577740,-4,,,,,,,,,,
4.56,28.99,-4.21,-0.99,,,,1.683466460,-4.258330476,-1.097577740,-4,,,,,,,,,,
4.57,26.89,-4.12,0.31,,,,-0.416533540,-4.168330476,0.202422260,3,,,,,,,,,,
4.58,30.75,-4.03,0.37,,,,3.443466460,-4.078330476,0.262422260,4,,,,,,,,,,
4.59,30.21,-3.11,0.30,,,,2.903466460,-3.158330476,0.192422260,4,,,,,,,,,,
4.60,29.80,-4.52,0.57,,,,2.493466460,-4.568330476,0.462422260,4,,,,,,,,,,
4.61,30.00,-6.14,0.43,,,,2.693466460,-6.188330476,0.322422260,4,,,,,,,,,,
4.62,31.49,-5.19,-0.05,,,,4.183466460,-5.238330476,-0.157577740,-4,,,,,,,,,,
4.63,28.73,-4.25,0.45,,,,1.423466460,-4.298330476,0.342422260,4,,,,,,,,,,
4.64,25.97,-0.74,0.96,,,,-1.336533540,-0.788330476,0.852422260,3,,,,,,,,,,
4.65,27.50,-2.37,1.35,,,,0.193466460,-2.418330476,1.242422260,4,,,,,,,,,,
4.66,27.13,-5.99,0.70,,,,-0.176533540,-6.038330476,0.592422260,3,,,,,,,,,,
4.67,26.76,-5.13,0.06,,,,-0.546533540,-5.178330476,-0.047577740,-3,,,,,,,,,,
4.68,28.00,-4.27,0.82,,,,0.693466460,-4.318330476,0.712422260,4,,,,,,,,,,
4.69,27.05,-5.21,0.60,,,,-0.256533540,-5.258330476,0.492422260,3,,,,,,,,,,
4.70,27.75,-5.72,1.33,,,,0.443466460,-5.768330476,1.222422260,4,,,,,,,,,,
4.71,28.45,-5.32,2.06,,,,1.143466460,-5.368330476,1.952422260,4,,,,,,,,,,
4.72,25.25,-4.02,1.54,,,,-2.056533540,-4.068330476,1.432422260,3,,,,,,,,,,
4.73,24.18,-2.73,0.92,,,,-3.126533540,-2.778330476,0.812422260,3,,,,,,,,,,
4.74,23.11,-0.54,0.31,,,,-4.196533540,-0.588330476,0.202422260,3,,,,,,,,,,
4.75,24.44,0.91,1.43,,,,-2.866533540,0.861669524,1.322422260,2,,,,,,,,,,
4.76,23.42,2.31,1.15,,,,-3.886533540,2.261669524,1.042422260,2,,,,,,,,,,
4.77,23.28,0.76,1.35,,,,-4.026533540,0.711669524,1.242422260,2,,,,,,,,,,
4.78,25.56,1.16,2.42,,,,-1.746533540,1.111669524,2.312422260,2,,,,,,,,,,
4.79,24.90,-0.93,2.41,,,,-2.406533540,-0.978330476,2.302422260,3,,,,,,,,,,
4.80,23.39,-0.30,2.74,,,,-3.916533540,-0.348330476,2.632422260,3,,,,,,,,,,
4.81,22.89,0.83,3.14,,,,-4.416533540,0.781669524,3.032422260,2,,,,,,,,,,
4.82,22.40,0.94,3.42,,,,-4.906533540,0.891669524,3.312422260,2,,,,,,,,,,
4.83,24.79,0.35,3.23,,,,-2.516533540,0.301669524,3.122422260,2,,,,,,,,,,
4.84,23.78,2.47,2.31,,,,-3.526533540,2.421669524,2.202422260,2,,,,,,,,,,
4.85,28.92,4.92,1.41,,,,1.613466460,4.871669524,1.302422260,1,,,,,,,,,,
4.86,26.35,3.70,2.23,,,,-0.956533540,3.651669524,2.122422260,2,,,,,,,,,,
4.87,26.71,-1.96,0.96,,,,-0.596533540,-2.008330476,0.852422260,3,,,,,,,,,,
4.88,26.42,-4.52,0.65,,,,-0.886533540,-4.568330476,0.542422260,3,,,,,,,,,,
4.89,25.20,-1.26,-0.13,,,,-2.106533540,-1.308330476,-0.237577740,-3,,,,,,,,,,
4.90,24.58,-2.37,-0.43,,,,-2.726533540,-2.418330476,-0.537577740,-3,,,,,,,,,,
4.91,25.18,-4.69,-0.38,,,,-2.126533540,-4.738330476,-0.487577740,-3,,,,,,,,,,
4.92,22.65,-3.68,-1.13,,,,-4.656533540,-3.728330476,-1.237577740,-3,,,,,,,,,,
4.93,22.80,-4.16,-0.85,,,,-4.506533540,-4.208330476,-0.957577740,-3,,,,,,,,,,
4.94,22.95,-4.65,0.17,,,,-4.356533540,-4.698330476,0.062422260,3,,,,,,,,,,
4.95,21.89,-3.18,1.48,,,,-5.416533540,-3.228330476,1.372422260,3,,,,,,,,,,
4.96,24.67,-0.98,1.96,,,,-2.636533540,-1.028330476,1.852422260,3,,,,,,,,,,
4.97,28.51,0.49,2.17,,,,1.203466460,0.441669524,2.062422260,1,,,,,,,,,,
4.98,26.08,-1.37,0.35,,,,-1.226533540,-1.418330476,0.242422260,3,,,,,,,,,,
4.99,27.37,-0.49,-0.68,,,,0.063466460,-0.538330476,-0.787577740,-4,,,,,,,,,,
5.00,28.02,-2.12,-1.27,,,,0.713466460,-2.168330476,-1.377577740,-4,,,,,,,,,,
5.01,24.21,-2.82,-0.74,,,,-3.096533540,-2.868330476,-0.847577740,-3,,,,,,,,,,
5.02,23.40,-3.63,-1.02,,,,-3.906533540,-3.678330476,-1.127577740,-3,,,,,,,,,,
5.03,22.60,-4.46,-0.88,,,,-4.706533540,-4.508330476,-0.987577740,-3,,,,,,,,,,
5.04,25.72,-3.31,1.47,,,,-1.586533540,-3.358330476,1.362422260,3,,,,,,,,,,
5.05,28.10,-4.05,2.27,,,,0.793466460,-4.098330476,2.162422260,4,,,,,,,,,,
5.06,28.30,-4.40,2.46,,,,0.993466460,-4.448330476,2.352422260,4,,,,,,,,,,
5.07,28.51,-4.76,2.57,,,,1.203466460,-4.808330476,2.462422260,4,,,,,,,,,,
5.08,27.03,-0.17,2.60,,,,-0.276533540,-0.218330476,2.492422260,3,,,,,,,,,,
5.09,27.16,0.20,2.52,,,,-0.146533540,0.151669524,2.412422260,2,,,,,,,,,,
5.10,27.23,-1.15,2.44,,,,-0.076533540,-1.198330476,2.332422260,3,,,,,,,,,,
5.11,26.82,-3.18,2.41,,,,-0.486533540,-3.228330476,2.302422260,3,,,,,,,,,,
5.12,26.69,-4.25,2.00,,,,-0.616533540,-4.298330476,1.892422260,3,,,,,,,,,,
5.13,25.18,-4.11,1.60,,,,-2.126533540,-4.158330476,1.492422260,3,,,,,,,,,,
5.14,24.81,-1.75,2.52,,,,-2.496533540,-1.798330476,2.412422260,3,,,,,,,,,,
5.15,24.94,0.60,3.09,,,,-2.366533540,0.551669524,2.982422260,2,,,,,,,,,,
5.16,27.34,2.60,3.49,,,,0.033466460,2.551669524,3.382422260,1,,,,,,,,,,
5.17,29.75,4.61,2.30,,,,2.443466460,4.561669524,2.192422260,1,,,,,,,,,,
5.18,28.74,4.65,1.11,,,,1.433466460,4.601669524,1.002422260,1,,,,,,,,,,
5.19,27.08,0.83,0.77,,,,-0.226533540,0.781669524,0.662422260,2,,,,,,,,,,
5.20,26.88,0.17,0.38,,,,-0.426533540,0.121669524,0.272422260,2,,,,,,,,,,
5.21,26.69,-0.48,0.00,,,,-0.616533540,-0.528330476,-0.107577740,-3,,,,,,,,,,
5.22,25.60,-1.16,0.52,,,,-1.706533540,-1.208330476,0.412422260,3,,,,,,,,,,
5.23,21.18,-0.49,1.72,,,,-6.126533540,-0.538330476,1.612422260,3,,,,,,,,,,
5.24,20.50,1.61,2.07,,,,-6.806533540,1.561669524,1.962422260,2,,,,,,,,,,
5.25,20.30,1.87,3.30,,,,-7.006533540,1.821669524,3.192422260,2,,,,,,,,,,
5.26,22.69,2.15,3.22,,,,-4.616533540,2.101669524,3.112422260,2,,,,,,,,,,
5.27,25.09,0.26,2.48,,,,-2.216533540,0.211669524,2.372422260,2,,,,,,,,,,
5.28,30.07,-1.62,1.75,,,,2.763466460,-1.668330476,1.642422260,4,,,,,,,,,,
5.29,26.89,-1.47,1.14,,,,-0.416533540,-1.518330476,1.032422260,3,,,,,,,,,,
5.30,23.71,-1.32,0.54,,,,-3.596533540,-1.368330476,0.432422260,3,,,,,,,,,,
